0	0	1680
0	1	7443
0	1	6005
0	1	704
0	1	4009
0	1	3272
0	1	2904
0	1	1331
0	1	4955
0	1	6985
0	1	2838
0	1	6425
0	1	1663
0	1	120
0	1	1253
0	1	3135
0	1	822
0	1	3870
0	1	4335
0	1	3496
0	2	359
1	1	120
1	2	6794
2	1	4955
2	2	2749
3	0	3530
3	1	7443
3	1	1331
3	1	6985
3	1	1253
3	1	2656
3	1	822
3	1	3870
3	1	7627
3	1	1663
3	1	120
3	1	6005
3	1	5372
3	1	2904
3	1	2838
3	1	6425
3	1	4009
3	1	704
3	1	3272
3	1	4955
3	1	4335
3	1	3496
3	2	100
4	1	4955
4	2	2328
5	1	4955
5	2	5370
6	1	4955
6	2	1732
7	1	7443
7	2	4616
8	1	7443
8	2	6698
9	1	4955
9	2	2676
10	1	7443
10	2	2320
11	0	5467
11	1	7443
11	1	1331
11	1	6985
11	1	1253
11	1	2656
11	1	822
11	1	3870
11	1	7627
11	1	1663
11	1	120
11	1	6005
11	1	5372
11	1	2904
11	1	6425
11	1	4009
11	1	704
11	1	3272
11	1	4955
11	1	4335
11	1	3496
11	2	2991
12	0	5467
12	1	5372
12	1	704
12	1	3272
12	1	2904
12	1	4955
12	1	6985
12	1	1663
12	2	5317
13	0	5467
13	1	704
13	1	3272
13	1	4955
13	1	1663
13	1	120
13	1	3870
13	2	2944
14	0	6198
14	1	5372
14	1	7443
14	1	704
14	1	4123
14	1	2904
14	1	4955
14	1	6985
14	1	6425
14	1	1663
14	1	1253
14	1	6005
14	1	3496
14	2	2491
15	1	4955
15	2	5343
16	0	6198
16	1	7443
16	1	1331
16	1	6985
16	1	3135
16	1	1253
16	1	822
16	1	3870
16	1	4123
16	1	7627
16	1	1663
16	1	6005
16	1	5372
16	1	2904
16	1	2838
16	1	6425
16	1	4009
16	1	704
16	1	3272
16	1	4955
16	1	4335
16	1	3496
16	2	6075
17	1	4955
17	2	2706
18	0	6198
18	1	7443
18	1	6005
18	1	704
18	1	7627
18	1	3272
18	1	2904
18	1	4955
18	1	6985
18	1	4335
18	1	6425
18	1	1663
18	1	1253
18	1	2656
18	1	822
18	1	3870
18	1	3496
18	2	3483
19	1	4955
19	2	6663
20	1	4955
20	2	963
21	1	3272
21	2	7399
22	0	4167
22	1	7443
22	1	704
22	1	4009
22	1	7627
22	1	3272
22	1	2904
22	1	1331
22	1	4955
22	1	6985
22	1	2838
22	1	6425
22	1	1663
22	1	120
22	1	1253
22	1	4335
22	1	822
22	1	3870
22	1	3496
22	2	4946
23	1	7443
23	1	704
23	1	4955
23	1	6985
23	1	4335
23	1	1663
23	1	3135
23	1	6005
23	2	6009
24	0	3530
24	1	7443
24	1	6005
24	1	704
24	1	4009
24	1	3272
24	1	2904
24	1	1331
24	1	4955
24	1	6985
24	1	4335
24	1	6425
24	1	1663
24	1	2006
24	1	1253
24	1	120
24	1	822
24	1	3870
24	1	3496
24	2	6790
25	1	4955
25	2	2735
26	0	330
26	1	5372
26	1	7443
26	1	704
26	1	4009
26	1	7627
26	1	3272
26	1	2904
26	1	1331
26	1	4955
26	1	6985
26	1	4335
26	1	6425
26	1	1663
26	1	120
26	1	1253
26	1	2656
26	1	822
26	1	3870
26	1	3496
26	2	5176
27	0	330
27	1	7443
27	1	1331
27	1	6985
27	1	3135
27	1	1253
27	1	2656
27	1	822
27	1	3870
27	1	7627
27	1	1663
27	1	120
27	1	6005
27	1	5372
27	1	78
27	1	2904
27	1	2838
27	1	6425
27	1	4009
27	1	704
27	1	3272
27	1	4955
27	1	4335
27	1	3496
27	2	5241
28	0	330
28	1	704
28	1	3272
28	1	2904
28	1	4955
28	1	6985
28	1	6425
28	1	1663
28	1	1253
28	1	3496
28	2	6333
29	0	330
29	1	704
29	1	3272
29	1	2904
29	1	4955
29	1	6985
29	1	4335
29	1	6425
29	1	1663
29	1	120
29	1	1253
29	1	822
29	1	3870
29	1	3496
29	2	584
30	1	4955
30	2	7268
31	1	4335
31	2	6122
32	1	5372
32	2	5309
33	1	4955
33	2	5311
34	1	704
34	1	7627
34	1	3272
34	1	2904
34	1	1331
34	1	4955
34	1	6985
34	1	6425
34	1	1663
34	1	120
34	1	1253
34	1	822
34	2	7164
35	1	4955
35	2	4493
36	1	7443
36	1	6005
36	1	704
36	1	3272
36	1	2904
36	1	1331
36	1	4955
36	1	6985
36	1	6425
36	1	1663
36	1	120
36	1	1253
36	1	822
36	1	3870
36	1	3496
36	2	2575
37	0	2110
37	1	7443
37	1	704
37	1	3272
37	1	2904
37	1	1331
37	1	4955
37	1	6985
37	1	4335
37	1	6425
37	1	1663
37	1	120
37	1	822
37	1	3870
37	2	2760
38	1	4955
38	2	2228
39	0	3419
39	1	704
39	1	3272
39	1	2904
39	1	4955
39	1	6985
39	1	4335
39	1	6425
39	1	1663
39	1	120
39	1	1253
39	1	822
39	1	3870
39	1	3496
39	2	3351
40	1	4009
40	2	1554
41	0	5127
41	1	5372
41	1	7443
41	1	704
41	1	4009
41	1	3272
41	1	2904
41	1	1331
41	1	4955
41	1	6985
41	1	4335
41	1	1663
41	1	120
41	1	1253
41	1	822
41	1	6005
41	1	3496
41	2	7124
42	0	5127
42	1	7443
42	1	1331
42	1	6985
42	1	3135
42	1	1253
42	1	822
42	1	3870
42	1	7627
42	1	1663
42	1	120
42	1	6005
42	1	4401
42	1	5372
42	1	2904
42	1	6425
42	1	4009
42	1	704
42	1	3272
42	1	4955
42	1	4335
42	1	3496
42	2	4419
43	1	704
43	2	5936
44	0	1261
44	1	7443
44	1	1331
44	1	6985
44	1	1253
44	1	2656
44	1	822
44	1	3870
44	1	7627
44	1	1663
44	1	120
44	1	6005
44	1	2904
44	1	2838
44	1	6425
44	1	4009
44	1	704
44	1	3272
44	1	4955
44	1	4335
44	1	3496
44	2	216
45	0	1261
45	1	4955
45	2	7929
46	1	6425
46	2	1251
47	1	4955
47	2	4108
48	0	7292
48	1	5372
48	1	7443
48	1	6005
48	1	704
48	1	4123
48	1	7627
48	1	3272
48	1	2904
48	1	1331
48	1	4955
48	1	6985
48	1	6425
48	1	1663
48	1	120
48	1	1253
48	1	822
48	1	3870
48	1	3496
48	2	666
49	1	4955
49	2	4604
50	0	2083
50	1	7443
50	1	1331
50	1	6985
50	1	3135
50	1	1253
50	1	2656
50	1	822
50	1	3870
50	1	7627
50	1	1663
50	1	120
50	1	6005
50	1	2904
50	1	2838
50	1	6425
50	1	4009
50	1	704
50	1	3272
50	1	4955
50	1	4335
50	1	3496
50	2	6179
51	1	4955
51	2	1795
52	1	6425
52	2	362
53	1	6425
53	2	3329
54	0	2982
54	1	5372
54	1	7443
54	1	6005
54	1	704
54	1	4009
54	1	7627
54	1	3272
54	1	2904
54	1	1331
54	1	4955
54	1	6985
54	1	4335
54	1	6425
54	1	1663
54	1	120
54	1	1253
54	1	822
54	1	3870
54	1	3496
54	2	916
55	0	1261
55	1	7443
55	1	1331
55	1	6985
55	1	3135
55	1	1253
55	1	2656
55	1	822
55	1	3870
55	1	7627
55	1	1663
55	1	120
55	1	6005
55	1	5372
55	1	78
55	1	2904
55	1	2838
55	1	6425
55	1	4009
55	1	704
55	1	3272
55	1	4955
55	1	4335
55	1	3496
55	2	5940
56	1	4955
56	2	4198
57	0	2905
57	1	7443
57	1	1331
57	1	6985
57	1	1253
57	1	2656
57	1	822
57	1	3870
57	1	4123
57	1	7627
57	1	1663
57	1	120
57	1	6005
57	1	78
57	1	2904
57	1	2838
57	1	6425
57	1	4009
57	1	704
57	1	3272
57	1	4955
57	1	4335
57	1	3496
57	2	5632
58	0	1261
58	1	7443
58	1	704
58	1	7627
58	1	3272
58	1	2904
58	1	1331
58	1	4955
58	1	6985
58	1	4335
58	1	6425
58	1	1663
58	1	120
58	1	822
58	1	3870
58	1	3496
58	2	110
59	0	705
59	1	704
59	1	4009
59	1	3272
59	1	2904
59	1	4955
59	1	6985
59	1	6425
59	1	1663
59	1	1253
59	1	822
59	1	3496
59	2	7240
60	0	705
60	1	7443
60	1	1331
60	1	6985
60	1	1253
60	1	822
60	1	3870
60	1	4123
60	1	7627
60	1	1663
60	1	120
60	1	6005
60	1	4401
60	1	5372
60	1	2904
60	1	2838
60	1	6425
60	1	4009
60	1	704
60	1	3272
60	1	4955
60	1	4335
60	1	3496
60	2	1893
61	0	330
61	1	5372
61	1	7443
61	1	704
61	1	3272
61	1	2904
61	1	1331
61	1	4955
61	1	6985
61	1	6425
61	1	1663
61	1	1253
61	1	822
61	1	3870
61	1	3496
61	2	837
62	0	330
62	1	4955
62	2	1524
63	0	1261
63	1	822
63	2	393
64	0	1261
64	1	7443
64	1	704
64	1	3272
64	1	2904
64	1	1331
64	1	4955
64	1	6985
64	1	4335
64	1	6425
64	1	1663
64	1	1253
64	1	822
64	1	3496
64	2	5211
65	1	1331
65	2	3362
66	1	4955
66	2	572
67	0	1523
67	1	7443
67	1	1331
67	1	6985
67	1	3135
67	1	1253
67	1	822
67	1	3870
67	1	4123
67	1	1663
67	1	120
67	1	6005
67	1	5372
67	1	2904
67	1	2838
67	1	6425
67	1	4009
67	1	704
67	1	3272
67	1	4955
67	1	4335
67	1	3496
67	2	2812
68	0	1523
68	1	5372
68	1	7443
68	1	6005
68	1	704
68	1	3272
68	1	2904
68	1	4955
68	1	6985
68	1	4335
68	1	6425
68	1	1663
68	1	120
68	1	1253
68	1	822
68	1	3870
68	1	4009
68	2	1353
69	0	1523
69	1	5372
69	1	7443
69	1	2904
69	1	6985
69	2	156
70	0	121
70	1	7443
70	1	1331
70	1	6985
70	1	3135
70	1	1253
70	1	2656
70	1	822
70	1	3870
70	1	4123
70	1	7627
70	1	1663
70	1	120
70	1	6005
70	1	5372
70	1	2904
70	1	2838
70	1	6425
70	1	4009
70	1	704
70	1	3272
70	1	4955
70	1	4335
70	1	3496
70	2	4969
71	1	7443
71	1	2656
71	1	704
71	1	3272
71	1	2904
71	1	1331
71	1	4955
71	1	6985
71	1	4335
71	1	6425
71	1	1663
71	1	120
71	1	1253
71	1	3135
71	1	822
71	1	6005
71	1	3496
71	2	805
72	1	1253
72	2	3288
73	1	704
73	2	6485
74	0	7427
74	1	5372
74	1	78
74	1	7443
74	1	704
74	1	4009
74	1	7627
74	1	3272
74	1	2904
74	1	4955
74	1	6985
74	1	4335
74	1	6425
74	1	1663
74	1	120
74	1	1253
74	1	822
74	1	3870
74	1	3496
74	2	525
75	1	4955
75	2	4585
76	0	2126
76	1	5372
76	1	7443
76	1	3272
76	1	2904
76	1	4955
76	1	6985
76	1	4335
76	1	6425
76	1	120
76	1	1253
76	1	822
76	1	6005
76	2	6226
77	1	4955
77	2	701
78	1	6985
78	2	946
79	1	6985
79	2	5442
80	1	6985
80	2	5528
81	1	6985
81	2	5097
82	1	1663
82	2	1625
83	1	4955
83	2	7723
84	0	313
84	1	704
84	1	3272
84	1	2904
84	1	4955
84	1	1663
84	1	1253
84	1	822
84	2	2311
85	0	4686
85	1	704
85	1	7627
85	1	3272
85	1	2904
85	1	4955
85	1	6985
85	1	6425
85	1	1663
85	1	120
85	1	1253
85	1	2656
85	1	822
85	1	6005
85	2	6947
86	1	4401
86	2	7553
87	0	121
87	1	7443
87	1	1331
87	1	6985
87	1	3135
87	1	1253
87	1	2656
87	1	822
87	1	3870
87	1	1663
87	1	120
87	1	6005
87	1	2904
87	1	2838
87	1	6425
87	1	4009
87	1	704
87	1	3272
87	1	4955
87	1	4335
87	1	3496
87	2	3793
88	0	121
88	1	7443
88	1	704
88	1	3272
88	1	2904
88	1	4955
88	1	6985
88	1	6425
88	1	1663
88	1	1253
88	1	3870
88	2	5059
89	1	1253
89	2	4965
90	0	7743
90	1	5372
90	1	78
90	1	7443
90	1	6005
90	1	704
90	1	7627
90	1	3272
90	1	2904
90	1	4955
90	1	6985
90	1	2838
90	1	6425
90	1	1663
90	1	120
90	1	1253
90	1	4335
90	1	822
90	1	3870
90	1	3496
90	2	7583
91	1	120
91	2	4226
92	0	1480
92	1	2904
92	1	4955
92	1	1663
92	1	1253
92	2	2336
93	1	6985
93	2	7499
94	1	6985
94	2	5393
95	1	7443
95	2	6950
96	0	4599
96	1	7443
96	1	704
96	1	3272
96	1	2904
96	1	4955
96	1	6985
96	1	6425
96	1	1663
96	1	120
96	2	7780
97	1	4955
97	2	748
98	0	3686
98	1	822
98	2	3502
99	0	1523
99	1	7443
99	1	704
99	1	3272
99	1	2904
99	1	4955
99	1	6985
99	1	6425
99	1	1663
99	1	120
99	1	1253
99	1	822
99	2	5709
100	1	4955
100	2	1166
101	1	2904
101	2	2310
102	1	6985
102	2	2434
103	0	330
103	1	7443
103	1	1331
103	1	6985
103	1	1253
103	1	822
103	1	3870
103	1	1663
103	1	120
103	1	6005
103	1	5372
103	1	394
103	1	2904
103	1	2838
103	1	6425
103	1	4009
103	1	704
103	1	3272
103	1	4955
103	1	4335
103	1	3496
103	2	5323
104	0	3686
104	1	5372
104	1	7443
104	1	704
104	1	4009
104	1	7627
104	1	3272
104	1	2904
104	1	1331
104	1	4955
104	1	6985
104	1	6425
104	1	1663
104	1	120
104	1	1253
104	1	822
104	1	6005
104	1	3496
104	2	1999
105	0	1201
105	1	704
105	1	3272
105	1	2904
105	1	1331
105	1	4955
105	1	6985
105	1	6425
105	1	1663
105	1	120
105	1	1253
105	1	822
105	1	3870
105	1	3496
105	2	7086
106	1	6425
106	2	3836
107	0	1201
107	1	4401
107	1	7443
107	1	704
107	1	3272
107	1	2904
107	1	1331
107	1	4955
107	1	6985
107	1	2838
107	1	6425
107	1	1663
107	1	120
107	1	1253
107	1	822
107	1	3870
107	1	3496
107	2	7537
108	0	1201
108	1	3272
108	1	2904
108	1	4955
108	1	6985
108	1	1663
108	1	120
108	1	1253
108	1	822
108	2	1181
109	0	5226
109	1	4401
109	1	7443
109	1	704
109	1	3272
109	1	2904
109	1	1331
109	1	4955
